index,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,set,Expenses,group,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y
678,0709_02,Europa,True,A/7/S,55 Cancri e,25.0,,0.0,0.0,0.0,0.0,0.0,Thaban Missefle,True,1,0.0,0709,A/7/S,False,Europa,55 Cancri e,A/7/S,False,Europa,55 Cancri e,A/7/S,False,Europa,55 Cancri e,A/7/S,False,Europa,55 Cancri e,A/7/S,False,Europa,55 Cancri e
682,0712_02,Mars,True,F/150/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Crans Apeau,True,1,0.0,0712,F/150/P,False,Mars,TRAPPIST-1e,F/150/P,False,Mars,TRAPPIST-1e,F/150/P,False,Mars,TRAPPIST-1e,F/150/P,False,Mars,TRAPPIST-1e,F/150/P,False,Mars,TRAPPIST-1e
681,0712_01,Mars,,F/150/P,TRAPPIST-1e,20.0,False,457.0,0.0,170.0,1132.0,0.0,Pik Apeau,False,1,1759.0,0712,F/150/P,False,Mars,TRAPPIST-1e,F/150/P,False,Mars,TRAPPIST-1e,F/150/P,False,Mars,TRAPPIST-1e,F/150/P,False,Mars,TRAPPIST-1e,F/150/P,False,Mars,TRAPPIST-1e
688,0714_05,Earth,True,G/109/P,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Jeanny Rilley,False,1,0.0,0714,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22
685,0714_02,Earth,False,G/109/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Claine Rilley,False,1,0.0,0714,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22
686,0714_03,Earth,False,G/109/P,,12.0,False,0.0,0.0,,0.0,0.0,Sony Rilley,True,1,0.0,0714,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22
687,0714_04,Earth,True,G/109/P,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,Charry Rilley,False,1,0.0,0714,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22
689,0714_06,Earth,True,G/109/P,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,Man Rilley,True,1,0.0,0714,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22
690,0714_07,Earth,True,G/109/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Brene Rilley,True,1,0.0,0714,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22
684,0714_01,Earth,True,G/109/P,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Erie Rilley,True,1,0.0,0714,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22,G/109/P,False,Earth,PSO J318.5-22
327,0717_02,Europa,False,B/31/P,55 Cancri e,19.0,,0.0,1502.0,1.0,874.0,437.0,Dyonevi Panspic,,0,2814.0,0717,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e
326,0717_01,Europa,True,B/31/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Jihoton Panspic,,0,0.0,0717,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e
328,0717_03,Europa,True,B/31/P,,,False,0.0,0.0,0.0,0.0,0.0,Nesch Panspic,,0,0.0,0717,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e
332,0717_07,Europa,True,B/31/P,55 Cancri e,49.0,,0.0,0.0,0.0,0.0,0.0,Batomam Panspic,,0,0.0,0717,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e
330,0717_05,Europa,False,B/31/P,TRAPPIST-1e,15.0,False,0.0,437.0,0.0,2.0,4679.0,Hassias Panspic,,0,5118.0,0717,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e
331,0717_06,Europa,,B/31/P,TRAPPIST-1e,38.0,False,1.0,2352.0,1604.0,66.0,2583.0,Dscheat Panspic,,0,6606.0,0717,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e
329,0717_04,Europa,True,B/31/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Hekab Bewarsecal,,0,0.0,0717,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e,B/31/P,False,Europa,TRAPPIST-1e
333,0720_01,Mars,True,F/129/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Cings Hotty,,0,0.0,0720,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e
334,0720_02,Mars,False,E/52/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Krus Buko,,0,0.0,0720,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e
335,0720_03,Mars,False,D/26/S,TRAPPIST-1e,19.0,False,1661.0,0.0,350.0,336.0,231.0,Tran Buko,,0,2578.0,0720,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e,F/129/S,False,Mars,TRAPPIST-1e
341,0731_01,Earth,False,F/136/S,TRAPPIST-1e,19.0,False,720.0,0.0,7.0,0.0,32.0,Raulia Cleang,,0,759.0,0731,F/136/S,False,Earth,TRAPPIST-1e,F/136/S,False,Earth,TRAPPIST-1e,F/136/S,False,Earth,TRAPPIST-1e,F/136/S,False,Earth,TRAPPIST-1e,F/136/S,False,Earth,TRAPPIST-1e
342,0731_02,Earth,False,F/136/S,TRAPPIST-1e,29.0,False,60.0,480.0,5.0,0.0,276.0,Jessa Cleang,,0,821.0,0731,F/136/S,False,Earth,TRAPPIST-1e,F/136/S,False,Earth,TRAPPIST-1e,F/136/S,False,Earth,TRAPPIST-1e,F/136/S,False,Earth,TRAPPIST-1e,F/136/S,False,Earth,TRAPPIST-1e
707,0740_03,Europa,False,C/24/P,TRAPPIST-1e,41.0,False,3594.0,3425.0,0.0,0.0,58.0,Thab Sageng,False,1,7077.0,0740,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e
705,0740_01,Europa,False,C/24/P,55 Cancri e,67.0,False,76.0,16.0,0.0,2247.0,1166.0,Dyonevi Sageng,False,1,3505.0,0740,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e
706,0740_02,Europa,True,C/24/P,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Zaurah Sageng,True,1,0.0,0740,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e,C/24/P,False,Europa,55 Cancri e
346,0742_01,Mars,False,E/54/S,TRAPPIST-1e,33.0,False,4.0,153.0,892.0,0.0,0.0,Sugark Min,,0,1049.0,0742,E/54/S,False,Mars,TRAPPIST-1e,E/54/S,False,Mars,TRAPPIST-1e,E/54/S,False,Mars,TRAPPIST-1e,E/54/S,False,Mars,TRAPPIST-1e,E/54/S,False,Mars,TRAPPIST-1e
347,0742_02,Mars,True,F/138/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Frunk Min,,0,0.0,0742,E/54/S,False,Mars,TRAPPIST-1e,E/54/S,False,Mars,TRAPPIST-1e,E/54/S,False,Mars,TRAPPIST-1e,E/54/S,False,Mars,TRAPPIST-1e,E/54/S,False,Mars,TRAPPIST-1e
351,0748_01,Mars,True,F/139/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Oss Cotte,,0,0.0,0748,F/139/S,False,Mars,TRAPPIST-1e,F/139/S,False,Mars,TRAPPIST-1e,F/139/S,False,Mars,TRAPPIST-1e,F/139/S,False,Mars,TRAPPIST-1e,F/139/S,False,Mars,TRAPPIST-1e
352,0748_02,Mars,False,F/139/S,TRAPPIST-1e,32.0,False,1705.0,0.0,175.0,434.0,172.0,Kokix Cotte,,0,2486.0,0748,F/139/S,False,Mars,TRAPPIST-1e,F/139/S,False,Mars,TRAPPIST-1e,F/139/S,False,Mars,TRAPPIST-1e,F/139/S,False,Mars,TRAPPIST-1e,F/139/S,False,Mars,TRAPPIST-1e
712,0753_02,Europa,False,A/4/P,55 Cancri e,65.0,False,19.0,1344.0,4.0,3190.0,8.0,? ?,False,1,4565.0,0753,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e
711,0753_01,Europa,True,A/4/P,,34.0,False,0.0,0.0,0.0,0.0,0.0,Mesarix Ennalve,True,1,0.0,0753,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e
713,0753_03,Europa,True,,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Matan Ennalve,True,1,0.0,0753,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e,A/4/P,False,Europa,55 Cancri e
717,0756_03,Europa,True,B/27/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Hadalm Ainserfle,True,1,0.0,0756,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e
716,0756_02,Europa,False,B/27/S,TRAPPIST-1e,34.0,False,47.0,287.0,0.0,4302.0,0.0,Ranon Geraing,False,1,4636.0,0756,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e
715,0756_01,Europa,True,B/27/S,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,Ashelik Ainserfle,True,1,0.0,0756,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e,B/27/S,False,Europa,55 Cancri e
357,0758_01,Europa,False,C/29/S,TRAPPIST-1e,22.0,False,3.0,2490.0,0.0,1197.0,144.0,Penton Switmorary,,0,3834.0,0758,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e
358,0758_02,Europa,True,,55 Cancri e,74.0,False,0.0,0.0,0.0,0.0,0.0,Caia Switmorary,,0,0.0,0758,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e
359,0758_03,Europa,False,C/29/S,TRAPPIST-1e,53.0,False,472.0,3.0,0.0,1935.0,2505.0,Batan Switmorary,,0,4915.0,0758,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e,C/29/S,False,Europa,TRAPPIST-1e
360,0759_01,Europa,True,C/25/P,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Hekarf Tabloory,,0,0.0,0759,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e
361,0759_02,Europa,False,C/25/P,55 Cancri e,23.0,False,0.0,4733.0,0.0,1412.0,4419.0,Grafik Tabloory,,0,10564.0,0759,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e
362,0759_03,Europa,True,C/25/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Aston Tabloory,,0,0.0,0759,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e,C/25/P,False,Europa,55 Cancri e
364,0763_01,Europa,True,C/30/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Anchium Poustive,,0,0.0,0763,C/30/S,False,Europa,TRAPPIST-1e,C/30/S,False,Europa,TRAPPIST-1e,C/30/S,False,Europa,TRAPPIST-1e,C/30/S,False,Europa,TRAPPIST-1e,C/30/S,False,Europa,TRAPPIST-1e
365,0763_02,Europa,False,C/30/S,TRAPPIST-1e,48.0,False,1.0,14.0,2.0,3717.0,0.0,Mino Poustive,,0,3734.0,0763,C/30/S,False,Europa,TRAPPIST-1e,C/30/S,False,Europa,TRAPPIST-1e,C/30/S,False,Europa,TRAPPIST-1e,C/30/S,False,Europa,TRAPPIST-1e,C/30/S,False,Europa,TRAPPIST-1e
723,0765_02,Mars,False,F/142/S,TRAPPIST-1e,23.0,False,755.0,0.0,121.0,,0.0,Ponts Burle,False,1,876.0,0765,F/142/S,False,Mars,PSO J318.5-22,F/142/S,False,Mars,PSO J318.5-22,F/142/S,False,Mars,PSO J318.5-22,F/142/S,False,Mars,PSO J318.5-22,F/142/S,False,Mars,PSO J318.5-22
722,0765_01,Mars,False,F/142/S,PSO J318.5-22,35.0,False,1248.0,0.0,55.0,12.0,0.0,Frus Burle,True,1,1315.0,0765,F/142/S,False,Mars,PSO J318.5-22,F/142/S,False,Mars,PSO J318.5-22,F/142/S,False,Mars,PSO J318.5-22,F/142/S,False,Mars,PSO J318.5-22,F/142/S,False,Mars,PSO J318.5-22
726,0768_02,Europa,True,B/32/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Arix Oilloody,True,1,0.0,0768,B/32/P,False,Europa,55 Cancri e,B/32/P,False,Europa,55 Cancri e,B/32/P,False,Europa,55 Cancri e,B/32/P,False,Europa,55 Cancri e,B/32/P,False,Europa,55 Cancri e
725,0768_01,Europa,False,B/32/P,55 Cancri e,36.0,False,29.0,12180.0,0.0,93.0,17306.0,Maiam Oilloody,False,1,29608.0,0768,B/32/P,False,Europa,55 Cancri e,B/32/P,False,Europa,55 Cancri e,B/32/P,False,Europa,55 Cancri e,B/32/P,False,Europa,55 Cancri e,B/32/P,False,Europa,55 Cancri e
732,0770_05,Earth,False,G/117/S,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Harlen Mclardson,True,1,0.0,0770,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e
730,0770_03,Earth,True,G/117/S,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Hughy Mclardson,False,1,0.0,0770,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e
731,0770_04,Earth,True,G/117/S,PSO J318.5-22,10.0,False,0.0,0.0,0.0,0.0,0.0,Kimmy Mclardson,False,1,0.0,0770,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e
733,0770_06,Earth,True,G/117/S,PSO J318.5-22,7.0,False,0.0,0.0,0.0,0.0,0.0,? ?,True,1,0.0,0770,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e
729,0770_02,Earth,False,G/117/S,TRAPPIST-1e,,False,0.0,715.0,0.0,170.0,0.0,Sanney Mclardson,False,1,885.0,0770,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e
728,0770_01,Earth,True,G/117/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Alendy Mclardson,False,1,0.0,0770,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e,G/117/S,False,Earth,TRAPPIST-1e
735,0772_01,Europa,False,E/56/S,55 Cancri e,37.0,False,0.0,16.0,325.0,4476.0,1359.0,Minoton Hednigic,False,1,6176.0,0772,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e
738,0772_04,Europa,False,E/56/S,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Arrain Hednigic,True,1,0.0,0772,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e
737,0772_03,,True,E/56/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Weia Hednigic,True,1,0.0,0772,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e
736,0772_02,Europa,True,E/56/S,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Halleth Plegred,True,1,0.0,0772,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e,E/56/S,False,Europa,55 Cancri e
367,0774_01,Europa,False,C/27/P,TRAPPIST-1e,34.0,False,0.0,3410.0,0.0,0.0,1456.0,Tetra Oinded,,0,4866.0,0774,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e
368,0774_02,Europa,False,B/33/P,55 Cancri e,27.0,False,0.0,1288.0,0.0,1342.0,3506.0,Sabireo Oinded,,0,6136.0,0774,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e
369,0774_03,Europa,False,B/33/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Gravior Clutchaft,,0,0.0,0774,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e,C/27/P,False,Europa,TRAPPIST-1e
375,0775_06,Europa,True,C/31/S,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Errairk Unklible,,0,0.0,0775,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e
374,0775_05,Europa,False,C/31/S,TRAPPIST-1e,26.0,False,0.0,3326.0,3.0,621.0,51.0,Kitakan Unklible,,0,4001.0,0775,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e
373,0775_04,Europa,False,C/31/S,TRAPPIST-1e,23.0,False,0.0,1857.0,1.0,386.0,15940.0,Grum Trameterty,,0,18184.0,0775,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e
372,0775_03,Europa,True,C/31/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Syrmion Trameterty,,0,0.0,0775,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e
370,0775_01,Europa,False,C/31/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Muonin Trameterty,,0,0.0,0775,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e
371,0775_02,Europa,True,C/31/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Altardr Trameterty,,0,0.0,0775,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e,C/31/S,False,Europa,TRAPPIST-1e
377,0778_02,Europa,False,C/32/S,55 Cancri e,25.0,False,0.0,1641.0,20.0,1663.0,10.0,Bath Ousious,,0,3334.0,0778,C/32/S,False,Europa,TRAPPIST-1e,C/32/S,False,Europa,TRAPPIST-1e,C/32/S,False,Europa,TRAPPIST-1e,C/32/S,False,Europa,TRAPPIST-1e,C/32/S,False,Europa,TRAPPIST-1e
376,0778_01,Europa,True,C/32/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Sterfik Ousious,,0,0.0,0778,C/32/S,False,Europa,TRAPPIST-1e,C/32/S,False,Europa,TRAPPIST-1e,C/32/S,False,Europa,TRAPPIST-1e,C/32/S,False,Europa,TRAPPIST-1e,C/32/S,False,Europa,TRAPPIST-1e
751,0789_02,Europa,False,A/8/S,TRAPPIST-1e,30.0,False,0.0,142.0,870.0,89.0,3497.0,Auvan Frolestty,False,1,4598.0,0789,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e
752,0789_03,Europa,True,A/8/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Zaninon Frolestty,True,1,0.0,0789,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e
750,0789_01,Europa,False,A/8/S,TRAPPIST-1e,31.0,True,0.0,166.0,4.0,2177.0,342.0,Mesath Imprank,False,1,2689.0,0789,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e,A/8/S,True,Europa,TRAPPIST-1e
756,0794_01,Mars,True,F/144/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Nakes Dutte,True,1,0.0,0794,F/144/S,False,Mars,55 Cancri e,F/144/S,False,Mars,55 Cancri e,F/144/S,False,Mars,55 Cancri e,F/144/S,False,Mars,55 Cancri e,F/144/S,False,Mars,55 Cancri e
757,0794_02,Mars,True,F/144/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Squars Dutte,True,1,0.0,0794,F/144/S,False,Mars,55 Cancri e,F/144/S,False,Mars,55 Cancri e,F/144/S,False,Mars,55 Cancri e,F/144/S,False,Mars,55 Cancri e,F/144/S,False,Mars,55 Cancri e
765,0806_01,Earth,False,F/149/S,TRAPPIST-1e,31.0,False,183.0,0.0,32.0,0.0,1171.0,Deaney Nieldson,False,1,1386.0,0806,F/149/S,False,Earth,TRAPPIST-1e,F/149/S,False,Earth,TRAPPIST-1e,F/149/S,False,Earth,TRAPPIST-1e,F/149/S,False,Earth,TRAPPIST-1e,F/149/S,False,Earth,TRAPPIST-1e
