index,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,set,Expenses,FirstName,LastName,group,id,group_size,Financial,TravellerType,Cabin_y,LastName_y,HomePlanet_y,Cabin_deck,Cabin_num,Cabin_side,Cabin_Region1,Cabin_Region2,Cabin_Region3,Cabin_Region4,Cabin_Region5,Cabin_Region6,Age_group
1408,1489_01,Earth,False,G/229/S,TRAPPIST-1e,19.0,False,73.0,0.0,0.0,813.0,2.0,Katiey Gallencis,False,1,888.0,Katiey,Gallencis,1489,1,1,poor,INDIVIDUAL,G/229/S,Gallencis,Earth,G,229,S,True,False,False,False,False,False,3
1409,1490_01,Europa,False,D/47/P,55 Cancri e,26.0,False,0.0,304.0,0.0,3998.0,,Caphird Crioncery,False,1,4302.0,Caphird,Crioncery,1490,1,1,rich,INDIVIDUAL,D/47/P,Crioncery,Europa,D,47,P,True,False,False,False,False,False,4
1410,1491_01,Earth,False,G/240/P,55 Cancri e,32.0,False,0.0,0.0,0.0,817.0,8.0,Leneva Sosalinson,True,1,825.0,Leneva,Sosalinson,1491,1,3,poor,FAMILY,G/240/P,Sosalinson,Earth,G,240,P,True,False,False,False,False,False,5
1411,1491_02,Earth,False,F/292/P,TRAPPIST-1e,56.0,False,0.0,51.0,0.0,2.0,706.0,Tanley Sosalinson,False,1,759.0,Tanley,Sosalinson,1491,2,3,poor,FAMILY,G/240/P,Sosalinson,Earth,F,292,P,True,False,False,False,False,False,6
1412,1491_03,Earth,False,G/240/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,,True,1,0.0,,Sosalinson,1491,3,3,poor,GROUP,G/240/P,Sosalinson,Earth,G,240,P,True,False,False,False,False,False,1
729,1492_01,Europa,False,C/57/S,55 Cancri e,54.0,False,1.0,695.0,,522.0,7382.0,Zedasim Aneetle,,0,8600.0,Zedasim,Aneetle,1492,1,2,middle,FAMILY,C/57/S,Aneetle,Europa,C,57,S,True,False,False,False,False,False,6
730,1492_02,Europa,False,C/57/S,55 Cancri e,73.0,False,22.0,30.0,0.0,1616.0,103.0,Algrafi Aneetle,,0,1771.0,Algrafi,Aneetle,1492,2,2,rich,FAMILY,C/57/S,Aneetle,Europa,C,57,S,True,False,False,False,False,False,8
1413,1493_01,Earth,False,F/285/S,TRAPPIST-1e,38.0,False,35.0,0.0,0.0,0.0,713.0,Eilace Hardley,False,1,748.0,Eilace,Hardley,1493,1,1,poor,INDIVIDUAL,F/285/S,Hardley,Earth,F,285,S,True,False,False,False,False,False,5
731,1494_01,Earth,False,F/286/S,55 Cancri e,17.0,False,583.0,1.0,0.0,0.0,6.0,Eilace Leblanchez,,0,590.0,Eilace,Leblanchez,1494,1,1,poor,INDIVIDUAL,F/286/S,Leblanchez,Earth,F,286,S,True,False,False,False,False,False,3
732,1495_01,Earth,False,,TRAPPIST-1e,21.0,False,0.0,0.0,18.0,758.0,0.0,Wenise Dukertyler,,0,776.0,Wenise,Dukertyler,1495,1,2,poor,FAMILY,G/241/P,Dukertyler,Earth,,-1,,True,False,False,False,False,False,4
733,1495_02,Earth,True,G/241/P,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,Elancy Dukertyler,,0,0.0,Elancy,Dukertyler,1495,2,2,poor,FAMILY,G/241/P,Dukertyler,Earth,G,241,P,True,False,False,False,False,False,6
734,1496_01,Earth,True,G/242/P,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Estine Scottney,,0,0.0,Estine,Scottney,1496,1,1,poor,INDIVIDUAL,G/242/P,Scottney,Earth,G,242,P,True,False,False,False,False,False,5
735,1497_01,Mars,True,F/294/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Chios Chmad,,0,0.0,Chios,Chmad,1497,1,2,poor,FAMILY,F/294/P,Chmad,Mars,F,294,P,True,False,False,False,False,False,3
736,1497_02,Mars,True,F/294/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Pil Chmad,,0,0.0,Pil,Chmad,1497,2,2,poor,FAMILY,F/294/P,Chmad,Mars,F,294,P,True,False,False,False,False,False,3
1414,1498_01,Earth,False,F/295/P,TRAPPIST-1e,30.0,False,0.0,495.0,,0.0,153.0,Karay Talls,False,1,648.0,Karay,Talls,1498,1,1,poor,INDIVIDUAL,F/295/P,Talls,Earth,F,295,P,True,False,False,False,False,False,4
1415,1499_01,Earth,False,F/287/S,TRAPPIST-1e,21.0,False,5.0,0.0,0.0,2.0,1061.0,Teryla Keithunts,False,1,1068.0,Teryla,Keithunts,1499,1,1,poor,INDIVIDUAL,F/287/S,Keithunts,Earth,F,287,S,True,False,False,False,False,False,4
1421,1500_06,Earth,True,G/230/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Bobbyn Barbes,True,1,0.0,Bobbyn,Barbes,1500,6,7,poor,FAMILY,G/230/S,Cooperkins,Earth,G,230,S,True,False,False,False,False,False,1
1416,1500_01,Earth,False,G/230/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Hollie Cooperkins,False,1,0.0,Hollie,Cooperkins,1500,1,7,poor,FAMILY,G/230/S,Cooperkins,Earth,G,230,S,True,False,False,False,False,False,3
1417,1500_02,Earth,False,G/230/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Gerly Cooperkins,False,1,0.0,Gerly,Cooperkins,1500,2,7,poor,FAMILY,G/230/S,Cooperkins,Earth,G,230,S,True,False,False,False,False,False,2
1418,1500_03,Earth,False,G/230/S,55 Cancri e,17.0,False,0.0,55.0,913.0,0.0,55.0,Joandy Barbes,True,1,1023.0,Joandy,Barbes,1500,3,7,poor,FAMILY,G/230/S,Cooperkins,Earth,G,230,S,True,False,False,False,False,False,3
1420,1500_05,Earth,False,F/288/S,55 Cancri e,17.0,False,319.0,184.0,0.0,0.0,376.0,Irmark Barbes,False,1,879.0,Irmark,Barbes,1500,5,7,poor,FAMILY,G/230/S,Cooperkins,Earth,F,288,S,True,False,False,False,False,False,3
1422,1500_07,Earth,True,G/230/S,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Everly Barbes,True,1,0.0,Everly,Barbes,1500,7,7,poor,FAMILY,G/230/S,Cooperkins,Earth,G,230,S,True,False,False,False,False,False,5
1419,1500_04,Earth,True,G/230/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Cooperkins,True,1,0.0,Andrey,Cooperkins,1500,4,7,poor,FAMILY,G/230/S,Cooperkins,Earth,G,230,S,True,False,False,False,False,False,5
1423,1501_01,Earth,False,G/243/P,TRAPPIST-1e,63.0,False,0.0,216.0,0.0,594.0,0.0,Julin Fryan,False,1,810.0,Julin,Fryan,1501,1,1,poor,INDIVIDUAL,G/243/P,Fryan,Earth,G,243,P,True,False,False,False,False,False,7
737,1502_01,Europa,False,C/54/P,55 Cancri e,25.0,False,0.0,170.0,1.0,601.0,7470.0,Acraban Foraud,,0,8242.0,Acraban,Foraud,1502,1,4,middle,FAMILY,C/54/P,Foraud,Europa,C,54,P,True,False,False,False,False,False,4
738,1502_02,Europa,False,C/54/P,55 Cancri e,57.0,True,1.0,3637.0,0.0,3.0,,Avitons Donotaked,,0,3641.0,Avitons,Donotaked,1502,2,4,rich,FAMILY,C/54/P,Foraud,Europa,C,54,P,True,False,False,False,False,False,6
739,1502_03,Europa,True,C/54/P,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Sarid Foraud,,0,0.0,Sarid,Foraud,1502,3,4,poor,FAMILY,C/54/P,Foraud,Europa,C,54,P,True,False,False,False,False,False,5
740,1502_04,Europa,True,C/54/P,TRAPPIST-1e,71.0,False,0.0,0.0,0.0,0.0,0.0,Hadaton Donotaked,,0,0.0,Hadaton,Donotaked,1502,4,4,poor,FAMILY,C/54/P,Foraud,Europa,C,54,P,True,False,False,False,False,False,8
1425,1503_02,Mars,False,D/48/P,TRAPPIST-1e,61.0,False,1114.0,0.0,68.0,0.0,0.0,Wat Haste,False,1,1182.0,Wat,Haste,1503,2,2,poor,FAMILY,D/48/P,Haste,Mars,D,48,P,True,False,False,False,False,False,7
1424,1503_01,Mars,False,D/48/P,TRAPPIST-1e,35.0,False,1890.0,0.0,497.0,1.0,0.0,Koops Haste,False,1,2388.0,Koops,Haste,1503,1,2,rich,FAMILY,D/48/P,Haste,Mars,D,48,P,True,False,False,False,False,False,5
741,1504_01,Earth,False,F/296/P,TRAPPIST-1e,21.0,False,3.0,5.0,3.0,699.0,0.0,Glene Bailes,,0,710.0,Glene,Bailes,1504,1,1,poor,INDIVIDUAL,F/296/P,Bailes,Earth,F,296,P,True,False,False,False,False,False,4
742,1505_01,Mars,False,F/297/P,TRAPPIST-1e,38.0,False,316.0,0.0,36.0,920.0,0.0,Guanch Upead,,0,1272.0,Guanch,Upead,1505,1,1,poor,INDIVIDUAL,F/297/P,Upead,Mars,F,297,P,True,False,False,False,False,False,5
1426,1506_01,Earth,False,F/298/P,,19.0,False,0.0,24.0,615.0,9.0,0.0,Bara Vines,True,1,648.0,Bara,Vines,1506,1,1,poor,INDIVIDUAL,F/298/P,Vines,Earth,F,298,P,True,False,False,False,False,False,3
1427,1507_01,Earth,False,F/289/S,TRAPPIST-1e,43.0,False,0.0,0.0,1217.0,2.0,0.0,,True,1,1219.0,,Jeffey,1507,1,4,poor,GROUP,F/289/S,Jeffey,Earth,F,289,S,True,False,False,False,False,False,5
1428,1507_02,Earth,False,F/289/S,TRAPPIST-1e,14.0,False,1.0,1.0,683.0,419.0,0.0,Jerek Jeffey,False,1,1104.0,Jerek,Jeffey,1507,2,4,poor,FAMILY,F/289/S,Jeffey,Earth,F,289,S,True,False,False,False,False,False,3
1429,1507_03,Earth,False,G/231/S,TRAPPIST-1e,78.0,False,0.0,0.0,0.0,441.0,4.0,Anny Jeffey,False,1,445.0,Anny,Jeffey,1507,3,4,poor,FAMILY,F/289/S,Jeffey,Earth,G,231,S,True,False,False,False,False,False,8
1430,1507_04,Earth,False,F/289/S,TRAPPIST-1e,21.0,False,398.0,490.0,0.0,,0.0,Kirky Jeffey,False,1,888.0,Kirky,Jeffey,1507,4,4,poor,FAMILY,F/289/S,Jeffey,Earth,F,289,S,True,False,False,False,False,False,4
743,1508_01,Earth,False,F/290/S,TRAPPIST-1e,23.0,False,8.0,0.0,0.0,671.0,12.0,Hary Warrison,,0,691.0,Hary,Warrison,1508,1,1,poor,INDIVIDUAL,F/290/S,Warrison,Earth,F,290,S,True,False,False,False,False,False,4
1431,1509_01,Mars,False,E/95/P,TRAPPIST-1e,32.0,,1240.0,0.0,58.0,0.0,0.0,Sumpix Dal,False,1,1298.0,Sumpix,Dal,1509,1,1,poor,INDIVIDUAL,E/95/P,Dal,Mars,E,95,P,True,False,False,False,False,False,5
1432,1510_01,Mars,False,F/291/S,TRAPPIST-1e,31.0,False,1226.0,0.0,1.0,0.0,0.0,Yakers Swin,False,1,1227.0,Yakers,Swin,1510,1,1,poor,INDIVIDUAL,F/291/S,Swin,Mars,F,291,S,True,False,False,False,False,False,5
1435,1511_03,Europa,False,B/63/S,TRAPPIST-1e,36.0,False,0.0,2345.0,0.0,1966.0,27.0,Maham Spandisket,False,1,4338.0,Maham,Spandisket,1511,3,4,rich,FAMILY,B/63/S,Spandisket,Europa,B,63,S,True,False,False,False,False,False,5
1436,1511_04,Europa,False,B/63/S,55 Cancri e,31.0,False,65.0,2121.0,0.0,6431.0,1.0,Winon Whealeed,False,1,8618.0,Winon,Whealeed,1511,4,4,middle,FAMILY,B/63/S,Spandisket,Europa,B,63,S,True,False,False,False,False,False,5
1433,1511_01,Europa,False,B/63/S,TRAPPIST-1e,40.0,False,1006.0,,0.0,284.0,329.0,Ancham Spandisket,True,1,1619.0,Ancham,Spandisket,1511,1,4,rich,FAMILY,B/63/S,Spandisket,Europa,B,63,S,True,False,False,False,False,False,5
1434,1511_02,Europa,True,B/63/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Diram Whealeed,True,1,0.0,Diram,Whealeed,1511,2,4,poor,FAMILY,B/63/S,Spandisket,Europa,B,63,S,True,False,False,False,False,False,3
744,1512_01,Mars,False,F/292/S,TRAPPIST-1e,24.0,False,16.0,15.0,1277.0,452.0,0.0,Corsh Wees,,0,1760.0,Corsh,Wees,1512,1,1,rich,INDIVIDUAL,F/292/S,Wees,Mars,F,292,S,True,False,False,False,False,False,4
745,1513_01,Earth,True,G/232/S,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Annya Benney,,0,0.0,Annya,Benney,1513,1,1,poor,INDIVIDUAL,G/232/S,Benney,Earth,G,232,S,True,False,False,False,False,False,4
746,1514_01,Earth,True,G/233/S,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Daughttley,,0,0.0,Jodye,Daughttley,1514,1,1,poor,INDIVIDUAL,G/233/S,Daughttley,Earth,G,233,S,True,False,False,False,False,False,5
1437,1515_01,Earth,False,F/293/S,TRAPPIST-1e,18.0,False,765.0,0.0,13.0,0.0,0.0,Herina Oconley,False,1,778.0,Herina,Oconley,1515,1,1,poor,INDIVIDUAL,F/293/S,Oconley,Earth,F,293,S,True,False,False,False,False,False,3
747,1516_01,Earth,False,G/234/S,PSO J318.5-22,21.0,False,0.0,40.0,610.0,7.0,47.0,Tera Patteraley,,0,704.0,Tera,Patteraley,1516,1,1,poor,INDIVIDUAL,G/234/S,Patteraley,Earth,G,234,S,True,False,False,False,False,False,4
748,1517_01,Earth,False,F/294/S,TRAPPIST-1e,22.0,False,628.0,212.0,0.0,0.0,63.0,Hanne Coopers,,0,903.0,Hanne,Coopers,1517,1,1,poor,INDIVIDUAL,F/294/S,Coopers,Earth,F,294,S,True,False,False,False,False,False,4
750,1518_02,Europa,False,B/49/P,TRAPPIST-1e,29.0,False,0.0,3577.0,216.0,723.0,2188.0,Chamark Conale,,0,6704.0,Chamark,Conale,1518,2,2,middle,FAMILY,B/49/P,Conale,Europa,B,49,P,True,False,False,False,False,False,4
749,1518_01,Europa,False,B/49/P,55 Cancri e,60.0,False,0.0,63.0,0.0,0.0,5824.0,Ainoxa Conale,,0,5887.0,Ainoxa,Conale,1518,1,2,middle,FAMILY,B/49/P,Conale,Europa,B,49,P,True,False,False,False,False,False,6
751,1519_01,Earth,False,E/112/S,TRAPPIST-1e,49.0,False,674.0,22.0,301.0,0.0,0.0,Shanya Byerton,,0,997.0,Shanya,Byerton,1519,1,1,poor,INDIVIDUAL,E/112/S,Byerton,Earth,E,112,S,True,False,False,False,False,False,5
1438,1520_01,Earth,True,G/235/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Harrie Klindsey,True,1,0.0,Harrie,Klindsey,1520,1,1,poor,INDIVIDUAL,G/235/S,Klindsey,Earth,G,235,S,True,False,False,False,False,False,5
1439,1521_01,Mars,True,F/295/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Repart Flité,True,1,0.0,Repart,Flité,1521,1,1,poor,INDIVIDUAL,F/295/S,Flité,Mars,F,295,S,True,False,False,False,False,False,4
752,1522_01,Mars,True,F/296/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Prabon Bancy,,0,0.0,Prabon,Bancy,1522,1,1,poor,INDIVIDUAL,F/296/S,Bancy,Mars,F,296,S,True,False,False,False,False,False,4
1440,1523_01,Europa,True,B/64/S,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Izares Waring,True,1,0.0,Izares,Waring,1523,1,2,poor,FAMILY,B/64/S,Waring,Europa,B,64,S,True,False,False,False,False,False,5
1441,1523_02,Europa,True,B/64/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Baton Waring,True,1,0.0,Baton,Waring,1523,2,2,poor,FAMILY,B/64/S,Waring,Europa,B,64,S,True,False,False,False,False,False,5
1442,1524_01,Earth,True,G/236/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Therie Shawforden,True,1,0.0,Therie,Shawforden,1524,1,1,poor,INDIVIDUAL,G/236/S,Shawforden,Earth,G,236,S,True,False,False,False,False,False,3
1443,1525_01,Mars,False,F/299/P,TRAPPIST-1e,20.0,False,539.0,1269.0,38.0,0.0,0.0,Sceros Gin,True,1,1846.0,Sceros,Gin,1525,1,1,rich,INDIVIDUAL,F/299/P,Gin,Mars,F,299,P,True,False,False,False,False,False,3
1444,1526_01,Earth,False,F/300/P,55 Cancri e,23.0,False,4.0,,2.0,254.0,521.0,Karia Sotond,False,1,781.0,Karia,Sotond,1526,1,1,poor,INDIVIDUAL,F/300/P,Sotond,Earth,F,300,P,False,True,False,False,False,False,4
1445,1527_01,Europa,True,D/49/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Dirius Boderbint,True,1,0.0,Dirius,Boderbint,1527,1,2,poor,FAMILY,D/49/P,Boderbint,Europa,D,49,P,True,False,False,False,False,False,4
1446,1527_02,Europa,False,D/49/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Anchird Boderbint,True,1,0.0,Anchird,Boderbint,1527,2,2,poor,FAMILY,D/49/P,Boderbint,Europa,D,49,P,True,False,False,False,False,False,4
1447,1528_01,Mars,False,D/50/P,55 Cancri e,18.0,False,3992.0,673.0,1360.0,2.0,0.0,Eang Madan,True,1,6027.0,Eang,Madan,1528,1,1,middle,INDIVIDUAL,D/50/P,Madan,Mars,D,50,P,True,False,False,False,False,False,3
1449,1529_02,Europa,False,A/16/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Krab Slable,True,1,0.0,Krab,Slable,1529,2,2,poor,FAMILY,A/16/S,Slable,Europa,A,16,S,True,False,False,False,False,False,4
1448,1529_01,Europa,False,A/16/S,PSO J318.5-22,25.0,True,0.0,7069.0,0.0,45.0,282.0,Almino Slable,True,1,7396.0,Almino,Slable,1529,1,2,middle,FAMILY,A/16/S,Slable,Europa,A,16,S,True,False,False,False,False,False,4
753,1530_01,Earth,False,F/301/P,TRAPPIST-1e,23.0,False,1.0,0.0,2521.0,0.0,59.0,Doryn Frederry,,0,2581.0,Doryn,Frederry,1530,1,1,rich,INDIVIDUAL,F/301/P,Frederry,Earth,F,301,P,False,True,False,False,False,False,4
1450,1531_01,Earth,False,G/237/S,TRAPPIST-1e,46.0,False,0.0,0.0,533.0,277.0,0.0,Kimena Puckley,False,1,810.0,Kimena,Puckley,1531,1,1,poor,INDIVIDUAL,G/237/S,Puckley,Earth,G,237,S,True,False,False,False,False,False,5
1451,1532_01,Europa,False,B/65/S,TRAPPIST-1e,27.0,False,0.0,31.0,0.0,1.0,11378.0,Alcorux Bealvewd,False,1,11410.0,Alcorux,Bealvewd,1532,1,1,middle,INDIVIDUAL,B/65/S,Bealvewd,Europa,B,65,S,True,False,False,False,False,False,4
1452,1533_01,Earth,False,G/244/P,TRAPPIST-1e,53.0,False,1015.0,0.0,0.0,0.0,1.0,Tricky Potters,False,1,1016.0,Tricky,Potters,1533,1,1,poor,INDIVIDUAL,G/244/P,Potters,Earth,G,244,P,True,False,False,False,False,False,6
755,1534_02,Mars,False,D/55/S,TRAPPIST-1e,33.0,False,3303.0,0.0,40.0,1.0,0.0,Krunch Rasty,,0,3344.0,Krunch,Rasty,1534,2,2,rich,GROUP,E/113/S,Monie,Mars,D,55,S,True,False,False,False,False,False,5
754,1534_01,Mars,False,E/113/S,TRAPPIST-1e,23.0,False,1556.0,0.0,31.0,0.0,0.0,Ponts Monie,,0,1587.0,Ponts,Monie,1534,1,2,rich,GROUP,E/113/S,Monie,Mars,E,113,S,True,False,False,False,False,False,4
756,1535_01,Earth,False,F/302/P,PSO J318.5-22,35.0,False,0.0,422.0,0.0,0.0,2735.0,,,0,3157.0,,,1535,1,1,rich,INDIVIDUAL,F/302/P,,Earth,F,302,P,False,True,False,False,False,False,5
1453,1536_01,Mars,True,F/297/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Croo Nuthe,True,1,0.0,Croo,Nuthe,1536,1,1,poor,INDIVIDUAL,F/297/S,Nuthe,Mars,F,297,S,True,False,False,False,False,False,4
757,1537_01,Europa,False,B/66/S,TRAPPIST-1e,27.0,False,0.0,5113.0,0.0,0.0,7.0,Alik Speedgear,,0,5120.0,Alik,Speedgear,1537,1,1,middle,INDIVIDUAL,B/66/S,Speedgear,Europa,B,66,S,True,False,False,False,False,False,4
758,1538_01,Mars,False,F/303/P,TRAPPIST-1e,44.0,False,1692.0,0.0,52.0,0.0,7.0,Berk Anate,,0,1751.0,Berk,Anate,1538,1,2,rich,FAMILY,F/303/P,Anate,Mars,F,303,P,False,True,False,False,False,False,5
759,1538_02,Mars,False,D/51/P,55 Cancri e,18.0,False,1106.0,0.0,74.0,0.0,0.0,Douse Anate,,0,1180.0,Douse,Anate,1538,2,2,poor,FAMILY,F/303/P,Anate,Mars,D,51,P,True,False,False,False,False,False,3
1454,1539_01,Europa,False,A/17/S,55 Cancri e,32.0,False,54.0,3782.0,0.0,21.0,5.0,Alyadum Barmant,True,1,3862.0,Alyadum,Barmant,1539,1,1,rich,INDIVIDUAL,A/17/S,Barmant,Europa,A,17,S,True,False,False,False,False,False,5
1456,1540_02,Europa,False,C/55/P,TRAPPIST-1e,33.0,True,0.0,7139.0,22.0,0.0,553.0,Duhratz Clumshangs,True,1,7714.0,Duhratz,Clumshangs,1540,2,3,middle,FAMILY,C/55/P,Clumshangs,Europa,C,55,P,True,False,False,False,False,False,5
1457,1540_03,Europa,False,C/55/P,TRAPPIST-1e,26.0,False,0.0,170.0,0.0,3718.0,0.0,Bahoton Clumshangs,False,1,3888.0,Bahoton,Clumshangs,1540,3,3,rich,FAMILY,C/55/P,Clumshangs,Europa,C,55,P,True,False,False,False,False,False,4
1455,1540_01,Europa,False,C/55/P,TRAPPIST-1e,32.0,False,1.0,470.0,0.0,1440.0,2114.0,Shamak Clumshangs,False,1,4025.0,Shamak,Clumshangs,1540,1,3,rich,FAMILY,C/55/P,Clumshangs,Europa,C,55,P,True,False,False,False,False,False,5
1458,1541_01,Earth,False,F/298/S,TRAPPIST-1e,47.0,False,12.0,7.0,0.0,720.0,0.0,Carma Woody,True,1,739.0,Carma,Woody,1541,1,1,poor,INDIVIDUAL,F/298/S,Woody,Earth,F,298,S,True,False,False,False,False,False,5
1459,1542_01,Mars,False,F/299/S,TRAPPIST-1e,13.0,False,7172.0,0.0,157.0,20.0,0.0,Tot Seche,False,1,7349.0,Tot,Seche,1542,1,1,middle,INDIVIDUAL,F/299/S,Seche,Mars,F,299,S,True,False,False,False,False,False,3
1460,1543_01,Europa,True,C/56/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Izarkab Clidly,True,1,0.0,Izarkab,Clidly,1543,1,1,poor,INDIVIDUAL,C/56/P,Clidly,Europa,C,56,P,True,False,False,False,False,False,5
1461,1544_01,Earth,False,G/245/P,TRAPPIST-1e,21.0,False,9.0,0.0,0.0,0.0,800.0,Rosiey Ayalazquez,False,1,809.0,Rosiey,Ayalazquez,1544,1,1,poor,INDIVIDUAL,G/245/P,Ayalazquez,Earth,G,245,P,True,False,False,False,False,False,4
1462,1545_01,Mars,False,,TRAPPIST-1e,20.0,False,206.0,0.0,629.0,67.0,523.0,Hocks Fiha,True,1,1425.0,Hocks,Fiha,1545,1,1,poor,INDIVIDUAL,,Fiha,Mars,,-1,,True,False,False,False,False,False,3
760,1546_01,Earth,True,G/238/S,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Joanie Solinez,,0,0.0,Joanie,Solinez,1546,1,1,poor,INDIVIDUAL,G/238/S,Solinez,Earth,G,238,S,True,False,False,False,False,False,5
1463,1547_01,Earth,False,F/301/S,TRAPPIST-1e,21.0,False,163.0,0.0,661.0,32.0,0.0,Aarone Hoppers,False,1,856.0,Aarone,Hoppers,1547,1,1,poor,INDIVIDUAL,F/301/S,Hoppers,Earth,F,301,S,False,True,False,False,False,False,4
1464,1548_01,Europa,True,B/50/P,55 Cancri e,51.0,,0.0,0.0,0.0,0.0,0.0,Okulk Unicting,True,1,0.0,Okulk,Unicting,1548,1,2,poor,GROUP,B/50/P,Unicting,Europa,B,50,P,True,False,False,False,False,False,6
1465,1548_02,Europa,True,B/50/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Sarid Stivelte,True,1,0.0,Sarid,Stivelte,1548,2,2,poor,GROUP,B/50/P,Unicting,Europa,B,50,P,True,False,False,False,False,False,3
761,1549_01,,False,G/239/S,TRAPPIST-1e,21.0,False,86.0,2209.0,994.0,535.0,142.0,Andine Romez,,0,3966.0,Andine,Romez,1549,1,1,rich,INDIVIDUAL,G/239/S,Romez,,G,239,S,True,False,False,False,False,False,4
1466,1550_01,Europa,False,C/58/S,TRAPPIST-1e,26.0,False,1.0,230.0,0.0,42.0,4030.0,Marin Supiensive,False,1,4303.0,Marin,Supiensive,1550,1,2,rich,FAMILY,C/58/S,Supiensive,Europa,C,58,S,True,False,False,False,False,False,4
1467,1550_02,Europa,False,,55 Cancri e,53.0,True,5022.0,2376.0,0.0,0.0,235.0,Coxaton Supiensive,False,1,7633.0,Coxaton,Supiensive,1550,2,2,middle,FAMILY,C/58/S,Supiensive,Europa,,-1,,True,False,False,False,False,False,6
1468,1551_01,Europa,False,E/96/P,TRAPPIST-1e,30.0,False,0.0,1376.0,43.0,0.0,1460.0,Skyrmak Clidly,True,1,2879.0,Skyrmak,Clidly,1551,1,1,rich,INDIVIDUAL,E/96/P,Clidly,Europa,E,96,P,True,False,False,False,False,False,4
1469,1552_01,Earth,True,G/240/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Millie Batestonley,False,1,0.0,Millie,Batestonley,1552,1,1,poor,INDIVIDUAL,G/240/S,Batestonley,Earth,G,240,S,True,False,False,False,False,False,5
763,1553_02,Mars,False,F/302/S,TRAPPIST-1e,36.0,False,1093.0,0.0,1566.0,0.0,0.0,Golos Hacle,,0,2659.0,Golos,Hacle,1553,2,2,rich,FAMILY,F/302/S,Hacle,Mars,F,302,S,False,True,False,False,False,False,5
762,1553_01,Mars,True,F/302/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Pros Hacle,,0,0.0,Pros,Hacle,1553,1,2,poor,FAMILY,F/302/S,Hacle,Mars,F,302,S,False,True,False,False,False,False,4
765,1554_02,Earth,False,F/304/P,TRAPPIST-1e,30.0,False,0.0,0.0,704.0,0.0,0.0,Robyna Reenez,,0,704.0,Robyna,Reenez,1554,2,2,poor,FAMILY,G/246/P,Reenez,Earth,F,304,P,False,True,False,False,False,False,4
764,1554_01,Earth,True,G/246/P,PSO J318.5-22,33.0,False,0.0,0.0,0.0,0.0,0.0,Rica Reenez,,0,0.0,Rica,Reenez,1554,1,2,poor,FAMILY,G/246/P,Reenez,Earth,G,246,P,True,False,False,False,False,False,5
1470,1555_01,Europa,False,A/18/S,TRAPPIST-1e,45.0,False,0.0,1389.0,0.0,2987.0,0.0,Alcorix Spistory,False,1,4376.0,Alcorix,Spistory,1555,1,1,rich,INDIVIDUAL,A/18/S,Spistory,Europa,A,18,S,True,False,False,False,False,False,5
766,1556_01,Earth,True,G/241/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Tonnie Sosalinson,,0,0.0,Tonnie,Sosalinson,1556,1,1,poor,INDIVIDUAL,G/241/S,Sosalinson,Earth,G,241,S,True,False,False,False,False,False,4
